Benedek 9304 B
  1.000000    0.002500
  0.950000    0.012500
  0.900000    0.022000
  0.800000    0.040000
  0.700000    0.055000
  0.600000    0.069500
  0.500000    0.080000
  0.400000    0.090000
  0.300000    0.094500
  0.250000    0.095000
  0.200000    0.093000
  0.150000    0.087500
  0.100000    0.076000
  0.075000    0.068000
  0.050000    0.058000
  0.025000    0.045000
  0.012500    0.034000
  0.000000    0.015000
  0.012500    0.005000
  0.025000    0.001500
  0.050000    0.000000
  0.075000    0.001000
  0.100000    0.002500
  0.150000    0.004500
  0.200000    0.005500
  0.250000    0.006000
  0.300000    0.006500
  0.400000    0.007500
  0.500000    0.008500
  0.600000    0.008500
  0.700000    0.008000
  0.800000    0.006000
  0.900000    0.003000
  0.950000    0.001500
  1.000000    0.000000
